doc_text,name,lat,lon,country_code3,admin1_name,admin2_name,feature_code,start_char,end_char
S/2021/451_PAR_47_SEN_1,"On 2 February, UNSMIL conducted a joint mission with the United Nations Children’s Fund (UNICEF) to the Judaydah detention centre in Tripoli to assess the situation of women and children detained for their alleged affiliation with ISIL.",Tripoli,32.88743,13.18733,LBY,Tripoli,,PPLC,133,140
S/2021/451_PAR_47_SEN_2,"At the time of the visit, 39 wome n and 59 children, from Algeria, Chad, Egypt, Ethiopia, Iraq, Nigeria, the Syrian Arab Republic and Tunisia, were detained at the facility, having been transferred in September 2020 from Misratah.",People’s Democratic Republic of Algeria,28.0,3.0,DZA,,,PCLI,58,65
S/2021/451_PAR_47_SEN_2,"At the time of the visit, 39 wome n and 59 children, from Algeria, Chad, Egypt, Ethiopia, Iraq, Nigeria, the Syrian Arab Republic and Tunisia, were detained at the facility, having been transferred in September 2020 from Misratah.",Republic of Chad,15.0,19.0,TCD,,,PCLI,67,71
S/2021/451_PAR_47_SEN_2,"At the time of the visit, 39 wome n and 59 children, from Algeria, Chad, Egypt, Ethiopia, Iraq, Nigeria, the Syrian Arab Republic and Tunisia, were detained at the facility, having been transferred in September 2020 from Misratah.",Arab Republic of Egypt,27.0,30.0,EGY,,,PCLI,73,78
S/2021/451_PAR_47_SEN_2,"At the time of the visit, 39 wome n and 59 children, from Algeria, Chad, Egypt, Ethiopia, Iraq, Nigeria, the Syrian Arab Republic and Tunisia, were detained at the facility, having been transferred in September 2020 from Misratah.",Federal Democratic Republic of Ethiopia,9.0,39.5,ETH,,,PCLI,80,88
S/2021/451_PAR_47_SEN_2,"At the time of the visit, 39 wome n and 59 children, from Algeria, Chad, Egypt, Ethiopia, Iraq, Nigeria, the Syrian Arab Republic and Tunisia, were detained at the facility, having been transferred in September 2020 from Misratah.",Republic of Iraq,33.0,44.0,IRQ,,,PCLI,90,94
S/2021/451_PAR_47_SEN_2,"At the time of the visit, 39 wome n and 59 children, from Algeria, Chad, Egypt, Ethiopia, Iraq, Nigeria, the Syrian Arab Republic and Tunisia, were detained at the facility, having been transferred in September 2020 from Misratah.",Federal Republic of Nigeria,10.0,8.0,NGA,,,PCLI,96,103
S/2021/451_PAR_47_SEN_2,"At the time of the visit, 39 wome n and 59 children, from Algeria, Chad, Egypt, Ethiopia, Iraq, Nigeria, the Syrian Arab Republic and Tunisia, were detained at the facility, having been transferred in September 2020 from Misratah.",Republic of Tunisia,34.0,9.0,TUN,,,PCLI,134,141
S/2021/451_PAR_47_SEN_2,"At the time of the visit, 39 wome n and 59 children, from Algeria, Chad, Egypt, Ethiopia, Iraq, Nigeria, the Syrian Arab Republic and Tunisia, were detained at the facility, having been transferred in September 2020 from Misratah.",Mişrātah,32.37535,15.09254,LBY,Mişrātah,,PPLA,221,229
S/2021/451_PAR_47_SEN_4,"On 11 February, in cooperation with the Tunisian Embassy in Libya, UNSMIL conducted a mission to assess the needs of the women and children held at the Mitiga detention centre in Tripoli.",Libya,28.0,17.0,LBY,,,PCLI,60,65
S/2021/451_PAR_47_SEN_4,"On 11 February, in cooperation with the Tunisian Embassy in Libya, UNSMIL conducted a mission to assess the needs of the women and children held at the Mitiga detention centre in Tripoli.",Tripoli,32.88743,13.18733,LBY,Tripoli,,PPLC,179,186
S/2021/451_PAR_47_SEN_7,"Accounts suggested that most of the women had been captured by u nknown armed groups from Sabratah and subjected to torture and sexual violence, including rape.",Şabrātah,32.79335,12.48845,LBY,Az Zāwiyah,,PPL,90,98
S/2021/451_PAR_47_SEN_8,"As a result of UNSMIL advocacy and cooperation by Libyan and Tunisian authorities, all the Tunisian women and children were repatriated to Tunisia between 12 an d 17 March.",Republic of Tunisia,34.0,9.0,TUN,,,PCLI,139,146
S/2021/451_PAR_50_SEN_1,"The International Organization for Migration indicated in its most recent Displacement Tracking Matrix that there are more than 571,000 migrants in Libya, most of whom come from neighbouring countries, including Chad, Egypt, the Niger and the Sudan.",Libya,28.0,17.0,LBY,,,PCLI,148,153
S/2021/451_PAR_50_SEN_1,"The International Organization for Migration indicated in its most recent Displacement Tracking Matrix that there are more than 571,000 migrants in Libya, most of whom come from neighbouring countries, including Chad, Egypt, the Niger and the Sudan.",Republic of Chad,15.0,19.0,TCD,,,PCLI,212,216
S/2021/451_PAR_50_SEN_1,"The International Organization for Migration indicated in its most recent Displacement Tracking Matrix that there are more than 571,000 migrants in Libya, most of whom come from neighbouring countries, including Chad, Egypt, the Niger and the Sudan.",Arab Republic of Egypt,27.0,30.0,EGY,,,PCLI,218,223
S/2021/451_PAR_50_SEN_1,"The International Organization for Migration indicated in its most recent Displacement Tracking Matrix that there are more than 571,000 migrants in Libya, most of whom come from neighbouring countries, including Chad, Egypt, the Niger and the Sudan.",Republic of Niger,18.0,9.0,NER,,,PCLI,229,234
S/2021/451_PAR_50_SEN_1,"The International Organization for Migration indicated in its most recent Displacement Tracking Matrix that there are more than 571,000 migrants in Libya, most of whom come from neighbouring countries, including Chad, Egypt, the Niger and the Sudan.",Republic of the Sudan,16.0,30.0,SDN,,,PCLI,243,248
S/2021/451_PAR_51_SEN_1,"On 23 and 26 February, guards at the Abu Salim detention centre, operated by the Directorate for Combating Illegal Migration, indiscriminately opened fire, killing at least five migrants and injuring many more.",Abū Salīm,32.84264,13.17093,LBY,,,PPLX,37,46
S/2021/451_PAR_51_SEN_2,"A similar incident occurred on 8 April at the Al -Mabani detention centre, when guards shot a nd killed a migrant and injured several others.",Medina,24.46861,39.61417,SAU,Medina Region,,PPLA,46,56
S/2021/451_PAR_51_SEN_3,"On 2 March, the Ministry of the Interior announced the capture of the lead suspect in the killing of 27 Bangladeshi and 4 sub -Saharan African migrants and refugees in Mizdah, southern Libya.",Libya,28.0,17.0,LBY,,,PCLI,185,190
S/2021/451_PAR_52_SEN_1,"Between 5 and 13 March, the 444th Battalion, operating under the Deterrent Agency for Combating Organized Crime and Terrorism, conducted multiple raids on Bani Walid -based human traffickers and made several arrests.",Bani Walid,31.74554,13.98354,LBY,Mişrātah,,PPL,155,165
S/2021/451_PAR_53_SEN_1,The number of migrants and refugees attempting to cross the Mediterranean increased in early 2021.,Mediterranean Sea,35.0,20.0,NA,,,SEA,60,73
S/2021/451_PAR_53_SEN_2,"By the end of April, the Libyan Coastguard had intercepted and returned to Libya 6,800 migrants and refugees who had b een attempting to cross, a 115 per cent increase compared with the same period in 2020.",Libya,28.0,17.0,LBY,,,PCLI,75,80
S/2021/451_PAR_53_SEN_3,"In addition, over 500 migrants and refugees died on the Central Mediterranean route.",Mediterranean Sea,35.0,20.0,NA,,,SEA,56,77
S/2021/451_PAR_57_SEN_1,"The United Nations Office on Drugs and Crime and the Egyptian Anti -Corruption Academy organized a four -day training workshop in March, with 19 participants from the Libyan law enforcement authorities, prosecution service, judiciary and financial information unit, in order to strengthen the cri minal justice Page 11 response of Libya to corruption.",Libya,28.0,17.0,LBY,,,PCLI,331,336
S/2021/451_PAR_57_SEN_2,"The workshop was conducted as part of the Office’s project, implemented jointly with the United Nations Interregional Crime and Justice Research Institute, to prevent and combat corruption and money -laundering in Libya.",Libya,28.0,17.0,LBY,,,PCLI,214,219
S/2021/451_PAR_59_SEN_1,"On 12 February, during an intervention in Tubruq, Mr. Menfi highlighted national reconciliation as o ne of his priorities, alongside the unity of the armed forces and service delivery by unified institutions.",Tobruk,32.08963,23.95385,LBY,Al Buţnān,,PPLA,42,48
S/2021/451_PAR_61_SEN_1,"The United Nations system in Libya continued to implement the human rights due diligence policy on United Nations support to non -United Nations security forces (see A/67/775 -S/2013/110 , annex), with a view to preventing and mitigating the identified risks of grave violations of international humanitarian law, human rights law or refugee law by Libyan security forces receiving United Nations support.",Libya,28.0,17.0,LBY,,,PCLI,29,34
S/2021/451_PAR_62_SEN_4,"However, the road has not yet reopened, reportedly owing to political obstacles and tensions between western -affiliated armed groups and pro -Libyan National Army mercenaries in the vicinity of Abu Qurayn.",Abū Qurayn,13.16667,31.2,SDN,North Kordofan,,PPL,195,205
S/2021/451_PAR_62_SEN_7,"On 29 April, following its meeting in Sirte, the Commission issued a statement in which it welcomed the adoption of Security Council resolution 2571 (2021) , and the participation of the President of the Presidency Council and my Special Envoy in the meeting.",Sirte,31.20892,16.58866,LBY,Surt,,PPLA,38,43
S/2021/451_PAR_64_SEN_1,Recently completed mine action surveys in south Tripoli provided evidence of the impact of the use of explosive weapons in populated areas during the 2019 –2020 conflict.,Tripoli,32.88743,13.18733,LBY,Tripoli,,PPLC,48,55
S/2021/451_PAR_64_SEN_5,"Ongoing clearance operations in Benghazi, Misratah, Sabha and Sirte have yielded positive results.",Benghazi,32.11486,20.06859,LBY,Banghāzī,,PPLA,32,40
S/2021/451_PAR_64_SEN_5,"Ongoing clearance operations in Benghazi, Misratah, Sabha and Sirte have yielded positive results.",Mişrātah,32.37535,15.09254,LBY,Mişrātah,,PPLA,42,50
S/2021/451_PAR_64_SEN_5,"Ongoing clearance operations in Benghazi, Misratah, Sabha and Sirte have yielded positive results.",Sabhā,27.03766,14.42832,LBY,Sabhā,,PPLA,52,57
S/2021/451_PAR_64_SEN_5,"Ongoing clearance operations in Benghazi, Misratah, Sabha and Sirte have yielded positive results.",Sirte,31.20892,16.58866,LBY,Surt,,PPLA,62,67
S/2021/451_PAR_65_SEN_2,A total of 23 per cent of the participants in the meeting of the Libyan Political Dialogue Forum in Geneva were women.,Genève,46.20222,6.14569,CHE,Geneva,Geneva,PPLA,100,106
S/2021/451_PAR_67_SEN_1,"From 8 March, UN -Women, in collaboration with UNSMIL and the United Nations country team, held a five -day virtual conference with support from partners, including Canada an d the European Union.",Canada,60.10867,-113.64258,CAN,,,PCLI,165,171
S/2021/451_PAR_68_SEN_1,"UNFPA continued to partner with the Libyan Red Crescent, UN -Women and the United Nations Educational, Scientific and Cultural Organization (UNESCO) to empower young people engaged on the front lines of the humanitarian crisis in Libya by awarding 14 microg rants to youth -led initiatives and mentorship programmes.",Libya,28.0,17.0,LBY,,,PCLI,230,235
S/2021/451_PAR_68_SEN_2,"UNFPA organized and chaired regular monthly meetings of the youth working group, responsible for developing an action plan for United Nations engagement with youth in Libya, in line with resolution 2250 (2015) on youth, peace and security and the 2019 –2020 United Nations Strategic Framework for Libya.",Libya,28.0,17.0,LBY,,,PCLI,167,172
S/2021/451_PAR_70_SEN_1,"Insecurity, lack of basic services, economic and governance crises, and the COVID -19 pandemic have contributed to increased humanitarian needs across Libya.",Libya,28.0,17.0,LBY,,,PCLI,151,156
S/2021/451_PAR_72_SEN_2,"Although more such persons are returning to their homes, a lack of basic services and the presence of explosive remnants of war and landmines in retur n areas, especially in southern parts of Tripoli, continue to present impediments to return.",Tripoli,34.43352,35.84415,LBN,Liban-Nord,,PPLA,192,199
S/2021/451_PAR_72_SEN_3,"During the reporting period, 15 people were killed and 5 were injured by explosive contamination in Tripoli and Sirte.",Tripoli,32.88743,13.18733,LBY,Tripoli,,PPLC,100,107
S/2021/451_PAR_72_SEN_3,"During the reporting period, 15 people were killed and 5 were injured by explosive contamination in Tripoli and Sirte.",Sirte,31.20892,16.58866,LBY,Surt,,PPLA,112,117
S/2021/451_PAR_72_SEN_6,The COVID -19 pandemic continued to overwhelm the health system in Libya.,Libya,28.0,17.0,LBY,,,PCLI,67,72
S/2021/451_PAR_73_SEN_1,"In March, the Government of National Unity endorsed the national deployment plan for COVID -19 vaccination in Libya, which was develo ped with support from UNICEF and the World Health Organization.",Libya,28.0,17.0,LBY,,,PCLI,110,115
S/2021/451_PAR_73_SEN_4,"In April, Libya received over 258,000 doses of the COVID -19 vaccine, of which 57,600 were delivered through the COVAX Facility.",Libya,28.0,17.0,LBY,,,PCLI,10,15
S/2021/451_PAR_73_SEN_4,"In April, Libya received over 258,000 doses of the COVID -19 vaccine, of which 57,600 were delivered through the COVAX Facility.",Wallops Flight Facility,37.94074,-75.46742,USA,Virginia,Accomack County,AIRP,109,127
S/2021/451_PAR_73_SEN_5,"The national COVID -19 vaccination campaign was launched in Tripoli on 17 Apri l, followed by the western, eastern, and southern regions.",Tripoli,34.43352,35.84415,LBN,Liban-Nord,,PPLA,60,67
S/2021/451_PAR_75_SEN_3,"As detailed in the 2021 Plan, $189 million, of which only $36.1 million, or 19 per cent, has been secured so far, is required in 2021 to meet the humanitarian needs of 451,000 of the most vulnerable people in Libya.",Libya,28.0,17.0,LBY,,,PCLI,209,214
S/2021/451_PAR_75_SEN_5,Deployment of the United Nations Support Mission in Libya and security arrangements,Libya,28.0,17.0,LBY,,,PCLI,52,57
S/2021/451_PAR_76_SEN_1,"UNSMIL increased its international staff presence to 120 staff, on a rotational basis, considering the improved security situation in the Tripoli area and the requirements for staff to engage with Libyan interlocutors to continue the ongoing political, sec urity, economic, and international human rights law and humanitarian law tracks, and the requirements for the provision of humanitarian assistance.",Tripoli,32.88743,13.18733,LBY,Tripoli,,PPLC,138,145
