doc_text,sentence_id
UNSMIL continued to document a pattern of excessive use of forc e against migrants.,S/2021/752_PAR_52_SEN_1
"On 3 and 13 June, guards at the Abu Salim detention centre in Tripoli, operated by the Directorate for Combating Illegal Migration, indiscriminately opened fire, killing at least seven migrants and injuring many more.",S/2021/752_PAR_52_SEN_2
"In a similar incid ent on 17 June at the Abu Rashadah detention centre in Gharyan, guards shot and killed four migrants and injured several others.",S/2021/752_PAR_52_SEN_3
"On 22 June, Médecins sans frontières announced the suspension of activities in the Abu Salim and Mabani detention centres, deno uncing repeated incidents of violence and inhumane conditions.",S/2021/752_PAR_52_SEN_4
"Arrests and operations against human traffickers continued in Kufrah and Tazirbu, where migrants and refugees were arbitrarily detained, reportedly in deplorable conditions, and subjected t o violence and abuse.",S/2021/752_PAR_53_SEN_1
"In early August, some 200 refugees and asylum seekers previously detained in tents in poor conditions in Kufrah (some since March) were reported to have been deported to the Sudan in conditions amounting to refoulement, despite the en gagement of UNHCR.",S/2021/752_PAR_53_SEN_2
The Page 10 Criminal Investigation Department and desert patrols of the Ministry of the Interior also continued to arrest and arbitrarily detain migrants and refugees in western Libya.,S/2021/752_PAR_53_SEN_3
"During the reporting period, UNSMIL documented an increase i n anti -migrant and anti-refugee statements and xenophobic incidents targeting foreigners.",S/2021/752_PAR_53_SEN_4
"Following increased tension between migrants and refugees and host community members, hundreds of men, women and children were arrested and taken to a detention facil ity in Zawiyah operated by the Directorate for Combating Illegal Migration.",S/2021/752_PAR_53_SEN_5
Human rights defenders,S/2021/752_PAR_53_SEN_6
"Human rights defenders and civil society actors continued to be subjected to arbitrary detention, ill -treatment and torture by armed groups.",S/2021/752_PAR_54_SEN_1
"Freedom of expression continued to be undermined, with activists and defenders subjected to hate crimes.",S/2021/752_PAR_54_SEN_2
"Human rights defenders continued to be targeted and subjected to violence, abuse, vilification on social media and threats.",S/2021/752_PAR_54_SEN_3
"On 31 May, the head of the Lib yan Red Crescent in Ajdabiya and a civil society activist, Mansour Atti, was forcibly disappeared by security authorities based in the east of the country.",S/2021/752_PAR_55_SEN_1
His whereabouts and fate remain unknown.,S/2021/752_PAR_55_SEN_2
Rule of law,S/2021/752_PAR_55_SEN_3
"On 5 June, UNSMIL called upon the Publi c Prosecution Office to conduct a rapid, thorough and transparent investigation into the detention of a subcommittee Chair of the municipality of Qasr al -Akhyar and employee of the Central Committee for Municipal Council Elections, Hassan al -Faghl.",S/2021/752_PAR_56_SEN_1
Mr. al -Faghl was arrested on allegations of misconduct brought against him by a local election candidate.,S/2021/752_PAR_56_SEN_2
"On 21 June, Mr. al -Faghl was released and all charges were dropped.",S/2021/752_PAR_56_SEN_3
"On 14 June, the Minister of Justice and the Attorney General issued an administrative decision to close the Huda prison in Misratah and ordered a review of the legal status of its detainees.",S/2021/752_PAR_57_SEN_1
UNSMIL had previously reported repeated human rights violations against the detainees.,S/2021/752_PAR_57_SEN_2
"At the time of reporting, a former director of the prison had a lso been placed in custody and was under investigation for the ill-treatment of prisoners, including incommunicado detention.",S/2021/752_PAR_57_SEN_3
"During the reporting period, UNSMIL documented several cases, in particular in eastern Libya, in which military judicial auth orities were trying cases that should fall under the jurisdiction of civilian courts and that did not meet international standards for a fair trial.",S/2021/752_PAR_58_SEN_1
"Reports across the country of the unlawful deprivation of liberty, as well as the issuance of sentences by courts that were not regularly constituted or independent and did not operate in accordance with national and international legal obligations, continued to raise concerns.",S/2021/752_PAR_58_SEN_2
"In line with the conclusions of the first Berlin Conference on Libya, in January 2020, and the provisions of the Libyan Political Dialogue Forum road map relating to the need to advance the protection of human rights, Libyan lawyers, judges and human rights defenders met in Tunis from 16 to 18 June to review the draft law on combating violence against women of 2017.",S/2021/752_PAR_59_SEN_1
"The meeting, which followed a number of virtual meetings, was supported by UNSMIL, the Office of the United Nations High Commissioner for Human Rights, the United Nations Entity for Gender Equality and the Empowerment of Wo men (UN -Women) and the United Nations Population Fund (UNFPA).",S/2021/752_PAR_59_SEN_2
"In line with international standards and informed by regional best practices, the draft law criminalizes violence against women, including violence perpetrated in the digital sphere and online hate speech.",S/2021/752_PAR_59_SEN_3
It provides for the creation of a national commission to combat violence against women and a dedicated trust fund to support victims of violence.,S/2021/752_PAR_59_SEN_4
The Minister for Women’s Affairs was committed to supporting the enactment of the draft law.,S/2021/752_PAR_59_SEN_5
Page 11 61.,S/2021/752_PAR_59_SEN_6
"From 19 to 21 June, UNSMIL facilitated an in -person meeting in Tunis of the 10-member leadership council of the Libyan Bar Association.",S/2021/752_PAR_59_SEN_7
"On 21 June, the council officially adopted its first code of conduct, based on a draft prepared by UNSMIL in line with i nternational and regional standards.",S/2021/752_PAR_59_SEN_8
Transitional justice and rights -based reconciliation,S/2021/752_PAR_59_SEN_9
"On 27 May, after almost six years of proceedings, the Supreme Court annulled a verdict against 37 senior figures of the former regime rendered by the Tripoli Court of Assize on 28 July 2015.",S/2021/752_PAR_60_SEN_1
The defendants had been charged with crimes in the context of the violent suppression of anti -government protests in 2011.,S/2021/752_PAR_60_SEN_2
"The ruling annulled the sentences, including nine death sentences.",S/2021/752_PAR_60_SEN_3
Libyan and international human rights organizations had been critical of previous proceedings for failing to uphold international and national fair trial standards.,S/2021/752_PAR_60_SEN_4
"On 31 May, the Presidency Council launched workshops to develop a legal framework and structure for a high natio nal commission for reconciliation, with the participation of representatives of the African Union, UNSMIL and the Ministry of Justice, as well as legal experts and representatives of internally displaced persons.",S/2021/752_PAR_61_SEN_1
"The United Nations and the African Union co ntinued to support initiatives planned by the Presidency Council, including meetings with tribal and local community leaders.",S/2021/752_PAR_61_SEN_2
Human rights due diligence policy,S/2021/752_PAR_61_SEN_3
"The United Nations system continued to implement the human rights due diligence policy on United Nations support to non -United Nations security forces (see A/67/775 -S/2013/110 , annex), with a view to preventin g and mitigating the identified risks of grave violations of international humanitarian law, human rights law or refugee law by Libyan security forces receiving United Nations support.",S/2021/752_PAR_62_SEN_1
